JMÉNO_ZVÍŘETE;TYP_ZVÍŘETE;GENDER
regulatory wildcat;Tiger;M
rapid heron;Lion;M
legislative shrimp;Lizard;M
feminist cricket;Donkey;M
outstanding jackal;Bear;Z
unusual raccoon;Parrot;Z
busy pig;Dog;M
tremendous stoat;Lion;M
international grasshopper;Lion;M
envious baboon;Bear;Z
puzzled bobcat;Lizard;M
green piranha;Tiger;M
crooked canid;Lizard;M
selected scorpion;Donkey;Z
capable anteater;Bear;Z
fine mink;Horse;Z
united wallaby;Tiger;M
numerous platypus;Horse;Z
nervous koi;Bear;Z
numerous spoonbill;Donkey;M
happy koala;Cat;M
short frog;Donkey;M
creepy pheasant;Tiger;Z
potential donkey;Lizard;Z
different dog;Parrot;M
tasteless sailfish;Donkey;M
ill impala;Fox;Z
ugly dinosaur;Bear;Z
gigantic giraffe;Lion;M
superb tortoise;Lion;Z
heavy lungfish;Cat;M
consistent gibbon;Donkey;M
perfect ptarmigan;Tiger;M
monthly pony;Bear;M
outstanding snail;Dog;Z
obnoxious donkey;Donkey;M
capitalist meadowlark;Lion;M
perfect reptile;Lion;M
giant flyingfish;Horse;M
jittery crow;Bear;M
intimate tyrannosaurus;Dog;Z
preliminary bug;Donkey;M
reduced octopus;Lizard;M
watery iguana;Fox;M
nutty cockroach;Cat;M
main parakeet;Parrot;Z
horizontal cephalopod;Lion;Z
scattered chimpanzee;Lizard;M
various xerinae;Parrot;M
passive coyote;Tiger;M
gorgeous fly;Donkey;Z
crude hyena;Tiger;M
unemployed dolphin;Cat;Z
crude bear;Lion;Z
similar fish;Horse;M
spectacular lamprey;Fox;Z
frantic unicorn;Parrot;Z
cooperative rhinoceros;Lizard;M
calm vulture;Bear;Z
local frog;Lion;Z
soft kite;Fox;Z
cruel badger;Fox;Z
attractive wildcat;Lion;M
slim puma;Tiger;Z
bright horse;Parrot;Z
confidential gorilla;Donkey;Z
human ostrich;Dog;Z
filthy horse;Fox;Z
foolish canid;Dog;M
major reptile;Bear;M
educational horse;Cat;M
green hornet;Fox;Z
vulnerable platypus;Tiger;M
unfortunate goose;Lizard;Z
classical cephalopod;Tiger;Z
encouraging wren;Fox;M
scared porpoise;Tiger;Z
burning gopher;Tiger;Z
cool chipmunk;Lion;Z
elegant echidna;Lion;Z
round gayal;Dog;M
gentle turkey;Donkey;Z
heavy hyena;Tiger;M
deliberate toad;Cat;M
respective parakeet;Horse;M
rubber guanaco;Dog;Z
short chicken;Tiger;Z
drab cattle;Parrot;M
gentle raccoon;Lion;Z
upper clam;Horse;M
frail guanaco;Lizard;Z
envious cheetah;Lizard;M
drab cockroach;Horse;Z
artistic lamprey;Donkey;M
colossal rattlesnake;Donkey;Z
horrible hare;Donkey;Z
concrete cephalopod;Cat;M
costly ostrich;Donkey;M
disturbing ermine;Donkey;Z
guilty fowl;Donkey;Z
nuclear marlin;Lizard;M
crowded sawfish;Fox;M
mild gamefowl;Fox;Z
hostile tuna;Dog;M
wide hedgehog;Horse;Z
equivalent primate;Fox;M
wee leech;Bear;M
likely prawn;Bear;M
damaged rat;Cat;M
informal bird;Fox;Z
early peacock;Dog;Z
impressive gayal;Horse;Z
uncertain squirrel;Bear;Z
critical spider;Dog;Z
present asp;Lizard;M
broken narwhal;Donkey;Z
loyal python;Tiger;Z
evolutionary grouse;Fox;M
evolutionary tern;Bear;M
alert rattlesnake;Horse;M
silly tuna;Cat;M
commercial chickadee;Dog;M
white kite;Cat;M
crooked donkey;Lion;Z
juicy koala;Lion;Z
creepy chameleon;Dog;Z
dark worm;Lion;Z
successive dolphin;Cat;M
breakable hamster;Bear;Z
happy sole;Horse;Z
explicit canidae;Dog;M
light tuna;Fox;Z
preferred owl;Bear;M
hostile booby;Horse;Z
homeless dolphin;Parrot;Z
legitimate horse;Dog;M
vast grasshopper;Lizard;M
unfair sturgeon;Tiger;Z
adorable mosquito;Fox;Z
dull lion;Lion;Z
allied parrot;Donkey;M
mute grasshopper;Bear;Z
nutty wren;Horse;M
lucky stoat;Donkey;M
steady chimpanzee;Lizard;M
numerous koi;Bear;M
driving eel;Lizard;M
expensive yak;Tiger;M
tiny sparrow;Lizard;M
key ape;Cat;Z
blank coyote;Tiger;Z
miserable koi;Fox;Z
furious gazelle;Horse;Z
chosen loon;Donkey;M
quaint otter;Horse;M
bewildered capybara;Parrot;Z
expected mackerel;Lion;Z
solar anglerfish;Cat;Z
melodic coral;Lion;M
rude bonobo;Bear;M
increasing iguana;Tiger;Z
artificial emu;Lion;M
green pinniped;Donkey;Z
distinguished swift;Horse;M
applicable tahr;Tiger;M
shaky landfowl;Donkey;Z
scattered platypus;Lion;M
tall antelope;Dog;M
underlying takin;Dog;Z
advisory junglefowl;Bear;M
far guineafowl;Cat;M
net lark;Donkey;M
general albatross;Bear;Z
parallel guineafowl;Lion;Z
short tyrannosaurus;Lizard;Z
digital thrush;Parrot;M
small parakeet;Dog;M
wide snail;Dog;M
armed amphibian;Fox;M
cheerful gerbil;Lizard;M
upset termite;Dog;Z
coloured rodent;Tiger;M
early swordtail;Bear;Z
fond albatross;Horse;Z
profitable shark;Lion;Z
cautious cow;Lion;Z
hon bedbug;Donkey;M
tall tuna;Lizard;Z
fantastic limpet;Donkey;Z
tropical antlion;Lizard;M
grumpy mite;Lion;Z
interior constrictor;Donkey;Z
amused moose;Horse;M
coherent crawdad;Dog;M
drab dragon;Donkey;M
limited mink;Donkey;Z
right smelt;Parrot;M
high wasp;Tiger;M
muddy bird;Fox;M
convenient goldfish;Parrot;Z
variable gibbon;Tiger;M
solid stingray;Fox;Z
frail scorpion;Cat;M
impressive galliform;Parrot;Z
oral gecko;Cat;M
cheerful aardwolf;Donkey;M
bored magpie;Parrot;M
rear leech;Lizard;Z
intense marmoset;Horse;M
selfish koi;Tiger;Z
bored viper;Cat;Z
massive porpoise;Fox;Z
sorry panther;Cat;M
low booby;Fox;Z
precious jackal;Parrot;M
smiling urial;Bear;M
alternative limpet;Cat;Z
kind parrot;Bear;M
common quail;Fox;M
homely llama;Lion;Z
green locust;Lion;M
helpful amphibian;Cat;Z
awake gerbil;Fox;Z
visiting goat;Lion;Z
involved crow;Dog;Z
ugly fowl;Tiger;Z
sunny carp;Dog;M
brainy carp;Tiger;M
early goat;Fox;M
fragile guineafowl;Dog;M
loud angelfish;Lizard;Z
puny wildcat;Cat;Z
related wren;Lion;M
big warbler;Tiger;Z
conceptual antelope;Bear;Z
funny gayal;Bear;Z
literary dragonfly;Fox;Z
inclined panther;Parrot;M
productive yak;Tiger;Z
quiet mollusk;Tiger;Z
romantic tarantula;Donkey;Z
single lizard;Lizard;Z
sophisticated puffin;Parrot;M
silly pigeon;Fox;M
friendly lion;Parrot;M
dynamic dove;Dog;Z
weekly cattle;Fox;M
combined crawdad;Tiger;Z
tiny antelope;Lizard;Z
binding mole;Fox;Z
average yak;Dog;Z
friendly mackerel;Fox;Z
acute camel;Donkey;M
silky macaw;Dog;M
faint parrotfish;Lion;Z
dead swordfish;Lion;Z
evident alpaca;Horse;Z
faithful rabbit;Lion;Z
functional whale;Fox;Z
glamorous marmot;Lizard;Z
roman tick;Parrot;M
flying ptarmigan;Dog;Z
magnificent earthworm;Parrot;Z
generous gamefowl;Parrot;Z
following gayal;Tiger;M
wicked hyena;Lizard;M
bottom mandrill;Cat;M
heavy haddock;Cat;Z
automatic anaconda;Cat;Z
statutory mandrill;Dog;M
multiple crayfish;Dog;M
cool tick;Lion;M
important dolphin;Lion;M
tasteless stork;Fox;Z
insufficient swift;Tiger;M
helpful meerkat;Bear;M
liberal guanaco;Lizard;M
large guineafowl;Lizard;M
thoughtless bat;Lion;M
odd cuckoo;Horse;M
lonely marmot;Cat;Z
obvious lemming;Dog;Z
tall heron;Lizard;M
firm rodent;Lion;Z
misty scorpion;Horse;Z
royal sloth;Horse;M
extensive nightingale;Parrot;M
communist ptarmigan;Fox;M
head rabbit;Lion;Z
excited gamefowl;Parrot;M
long zebra;Cat;Z
kind barnacle;Parrot;Z
tasty jaguar;Horse;M
enthusiastic centipede;Horse;Z
pregnant stoat;Tiger;Z
red eagle;Lizard;Z
bewildered mastodon;Cat;M
sharp guan;Dog;Z
left capybara;Lion;M
major cow;Bear;Z
bloody bobcat;Fox;M
boring guanaco;Tiger;Z
soft porpoise;Fox;Z
impressed eel;Cat;M
extreme cricket;Bear;M
watery horse;Horse;Z
desperate xerinae;Parrot;M
brainy sparrow;Lizard;M
relevant whippet;Parrot;M
mass tarsier;Lion;M
negative mollusk;Lion;Z
fond cat;Cat;Z
private bobcat;Donkey;Z
experimental pelican;Cat;Z
verbal emu;Dog;Z
experienced roundworm;Cat;Z
determined piranha;Tiger;Z
fresh orangutan;Tiger;Z
biological moose;Bear;M
hushed rodent;Fox;Z
appropriate krill;Dog;Z
bored galliform;Dog;M
unpleasant scorpion;Bear;Z
eventual llama;Donkey;Z
clean octopus;Bear;Z
adequate chicken;Horse;Z
typical porpoise;Fox;M
experienced dolphin;Tiger;M
exact boar;Bear;M
fellow tortoise;Cat;M
naked silkworm;Fox;M
rival snail;Tiger;M
nasty spoonbill;Donkey;Z
uninterested impala;Tiger;M
swift fox;Horse;Z
odd jellyfish;Fox;Z
fat stoat;Cat;M
curious mink;Parrot;M
evil chameleon;Horse;M
likely vole;Donkey;Z
lost swan;Lizard;M
dull hyena;Lizard;M
massive tiglon;Donkey;Z
eastern gecko;Fox;Z
filthy cod;Donkey;Z
magenta capybara;Donkey;Z
brave orca;Lizard;Z
strange snail;Bear;M
alright monkey;Cat;M
appalling rabbit;Cat;M
extraordinary dragon;Donkey;M
fine guppy;Cat;M
bored pig;Cat;Z
prepared antelope;Donkey;M
proud hedgehog;Lion;Z
bewildered bass;Horse;Z
selfish woodpecker;Bear;Z
mighty spider;Cat;M
panicky bee;Bear;Z
tall orangutan;Tiger;M
lively cougar;Donkey;M
firm booby;Cat;Z
soft catshark;Lion;Z
lucky mosquito;Horse;Z
encouraging macaw;Lizard;Z
rear jackal;Dog;Z
eventual hookworm;Bear;M
initial swordtail;Cat;Z
instant barnacle;Dog;Z
federal wallaby;Fox;Z
terrible duck;Lizard;Z
embarrassed lion;Fox;M
urgent booby;Bear;M
operational barnacle;Lizard;M
tall skink;Donkey;Z
unknown raccoon;Fox;Z
tender rodent;Donkey;Z
fashionable newt;Donkey;M
functional boa;Horse;Z
moral pinniped;Parrot;Z
excellent marten;Lion;Z
gigantic moose;Cat;Z
nasty toad;Dog;Z
top walrus;Fox;Z
splendid grasshopper;Cat;M
cold pig;Lizard;M
rapid cat;Tiger;M
okay hornet;Lion;M
solid vulture;Donkey;Z
wooden puffin;Horse;Z
crazy cheetah;Horse;M
supreme yak;Tiger;M
special piranha;Fox;Z
colorful silverfish;Lion;M
molecular nightingale;Donkey;Z
tory bedbug;Horse;M
unpleasant cat;Dog;Z
clinical butterfly;Dog;M
premier hamster;Lizard;Z
guilty lark;Cat;M
controlled frog;Lion;M
advisory baboon;Dog;M
like scallop;Parrot;M
labour toucan;Fox;M
gastric swift;Cat;Z
friendly cattle;Bear;Z
developing marsupial;Tiger;Z
combined constrictor;Tiger;M
yellow skunk;Fox;Z
psychological primate;Fox;Z
key tick;Bear;Z
distinct bird;Horse;Z
annual monkey;Fox;Z
vertical firefly;Cat;Z
pale ant;Tiger;Z
fun cougar;Fox;Z
extensive gecko;Cat;M
coherent mollusk;Horse;M
outdoor wasp;Donkey;Z
innocent xerinae;Tiger;Z
identical rooster;Tiger;M
interior crayfish;Tiger;Z
royal porpoise;Parrot;Z
individual wasp;Bear;Z
insufficient firefly;Fox;M
calm quokka;Fox;Z
grim nightingale;Cat;Z
digital halibut;Dog;M
lesser moose;Dog;M
prior hawk;Donkey;Z
odd rhinoceros;Tiger;M
terrible silverfish;Parrot;M
moderate wren;Cat;M
melted gazelle;Parrot;M
sudden wombat;Lion;Z
honest lion;Cat;Z
fond opossum;Cat;M
blue wildcat;Donkey;Z
black ocelot;Bear;M
bad quokka;Lion;Z
sleepy beaver;Donkey;Z
handicapped guanaco;Tiger;M
ambitious haddock;Bear;Z
minor krill;Cat;Z
faithful gerbil;Bear;M
irrelevant lynx;Dog;M
crooked galliform;Tiger;Z
little fly;Horse;Z
happy leech;Parrot;M
horrible meadowlark;Horse;Z
funny starfish;Lion;M
testy panther;Fox;Z
greasy beaver;Dog;Z
fresh gorilla;Cat;Z
simple planarian;Fox;M
steady bobolink;Fox;M
causal pike;Cat;Z
hot lamprey;Lion;M
round capybara;Dog;Z
legitimate hookworm;Cat;M
bad flyingfish;Lion;Z
great mockingbird;Lizard;M
excessive ferret;Parrot;M
puzzled junglefowl;Lion;M
agreed horse;Bear;M
nursing meadowlark;Horse;M
poor wallaby;Fox;M
tall bat;Parrot;M
unpleasant monkey;Tiger;M
major stork;Fox;M
courageous cockroach;Donkey;Z
excited gamefowl;Lizard;Z
pink urial;Cat;M
philosophical reptile;Tiger;Z
fun penguin;Donkey;M
motionless gamefowl;Fox;M
yellow junglefowl;Donkey;M
conventional donkey;Parrot;Z
variable quokka;Dog;Z
yellow coral;Dog;M
grand starfish;Cat;M
satisfactory finch;Fox;Z
eligible hyena;Parrot;M
liberal worm;Horse;Z
growing mouse;Fox;Z
grateful leech;Lion;M
fascinating magpie;Donkey;M
married silverfish;Lizard;Z
famous leopard;Lion;M
far tern;Lizard;Z
useful wildfowl;Lizard;M
other aardvark;Lion;M
long cattle;Dog;Z
compact carp;Horse;Z
hungry stoat;Bear;M
determined earthworm;Tiger;M
quickest hyena;Cat;Z
prior raccoon;Cat;M
historic skink;Donkey;M
linguistic lobster;Fox;Z
perfect junglefowl;Horse;M
misty koi;Tiger;Z
explicit goldfish;Horse;Z
encouraging chameleon;Fox;M
lazy leopard;Parrot;Z
well flyingfish;Lion;Z
bold turtle;Lizard;Z
prospective hare;Dog;Z
strange llama;Lizard;Z
naughty squid;Tiger;M
genetic falcon;Fox;M
local mule;Donkey;M
gorgeous panther;Lizard;M
solid camel;Fox;M
associated emu;Fox;Z
mixed partridge;Tiger;Z
cold swan;Cat;Z
testy frog;Fox;Z
illegal tapir;Lizard;Z
drunk urial;Horse;Z
wet gamefowl;Horse;Z
sweet crab;Bear;M
dear ferret;Cat;Z
early tyrannosaurus;Lion;M
fast finch;Horse;Z
deep ptarmigan;Lion;Z
scary cobra;Cat;M
vital coyote;Donkey;M
flaky termite;Tiger;M
striking tern;Horse;M
accepted finch;Dog;M
cultural gull;Tiger;Z
annual grouse;Cat;M
kind minnow;Cat;Z
doubtful tahr;Donkey;Z
conservation bison;Donkey;Z
absolute tern;Donkey;Z
scientific tuna;Lizard;Z
western otter;Lion;M
added fowl;Horse;Z
endless crocodile;Tiger;M
wonderful firefly;Tiger;Z
plain wildcat;Tiger;Z
narrow stoat;Lion;Z
causal bird;Cat;Z
overwhelming hornet;Cat;Z
cooperative boar;Cat;M
sharp rat;Horse;M
unfortunate loon;Parrot;M
romantic chameleon;Fox;Z
combined hummingbird;Fox;Z
willing dingo;Cat;M
capitalist armadillo;Tiger;Z
deafening hare;Tiger;Z
tart lark;Lion;Z
gastric turtle;Parrot;Z
nice lemur;Fox;M
graceful wildcat;Lizard;M
natural buzzard;Fox;Z
vivid earthworm;Bear;Z
fascinating horse;Lion;M
anxious tarantula;Donkey;Z
irrelevant donkey;Lion;M
mad halibut;Bear;M
melodic weasel;Fox;Z
thoughtless bear;Cat;Z
fine beaver;Fox;M
orange scorpion;Fox;M
dirty squirrel;Horse;Z
extra moth;Fox;M
puny dog;Donkey;M
slippery aphid;Lion;Z
green tuna;Fox;M
annoyed shark;Parrot;M
integrated dormouse;Parrot;Z
excess impala;Tiger;Z
subtle lobster;Cat;M
dual cow;Dog;M
suspicious wildfowl;Lizard;M
loud koala;Bear;Z
marvellous xerinae;Cat;Z
distinguished whale;Lizard;Z
hon haddock;Fox;Z
teenage snail;Tiger;Z
new roadrunner;Dog;Z
harsh shrimp;Lizard;M
ok stoat;Horse;M
interesting ferret;Lion;M
normal dinosaur;Parrot;Z
wicked beaver;Parrot;M
conservation albatross;Tiger;Z
arrogant stingray;Cat;M
angry hornet;Lion;M
local mite;Horse;M
temporary guppy;Donkey;Z
small kiwi;Lizard;Z
used carp;Parrot;M
thundering worm;Horse;Z
rare leopon;Lion;M
light bedbug;Bear;M
rare bird;Cat;Z
cold raccoon;Cat;Z
kind yak;Bear;Z
valid goat;Cat;M
awkward goldfish;Dog;M
associated slug;Bear;Z
secret fox;Fox;M
depressed viper;Lizard;Z
easy hornet;Bear;M
sophisticated goat;Bear;Z
sudden lungfish;Tiger;M
wrong salamander;Horse;Z
tame rhinoceros;Lizard;M
silky dinosaur;Fox;Z
okay ferret;Bear;M
rich starfish;Dog;Z
obliged cephalopod;Donkey;Z
courageous guppy;Dog;Z
systematic ladybug;Bear;Z
promising pig;Cat;M
noisy manatee;Lion;Z
invisible sailfish;Parrot;M
young hummingbird;Horse;Z
physical jackal;Dog;Z
orthodox wren;Bear;M
toxic galliform;Cat;Z
straight woodpecker;Dog;M
ripe rabbit;Tiger;M
yellow ant;Bear;Z
immediate eagle;Cat;M
surprised lamprey;Parrot;M
super mastodon;Bear;Z
romantic crane;Horse;Z
random lemur;Dog;M
extended llama;Cat;Z
puny possum;Parrot;M
defeated sheep;Cat;M
ripe bobcat;Tiger;Z
manual rabbit;Lizard;Z
pink tick;Tiger;Z
genuine haddock;Lizard;M
statistical moose;Tiger;M
acute starfish;Lizard;Z
dynamic scorpion;Cat;M
familiar dormouse;Cat;Z
foreign gayal;Dog;M
proud antlion;Cat;Z
loud duck;Lion;Z
salty otter;Horse;M
proper ferret;Dog;Z
overall chicken;Cat;Z
flat buzzard;Horse;M
cold wildcat;Lion;M
slim sheep;Dog;Z
unsightly caribou;Bear;Z
pleased dormouse;Donkey;M
fat egret;Bear;Z
great tortoise;Tiger;M
alleged gayal;Horse;Z
uptight tern;Parrot;Z
leading ox;Fox;Z
crooked tern;Lizard;Z
creepy cobra;Dog;Z
delicious sole;Horse;Z
sorry cephalopod;Lion;M
sticky dingo;Lizard;M
superb peacock;Fox;Z
binding vulture;Fox;M
criminal elk;Dog;Z
unknown junglefowl;Parrot;Z
lucky fox;Dog;Z
just chicken;Lion;Z
electronic viper;Lion;Z
systematic porcupine;Lizard;Z
funny clam;Fox;M
colonial caterpillar;Horse;Z
wild vicuna;Lizard;M
welcome sheep;Cat;M
familiar giraffe;Lizard;M
involved beaver;Cat;M
just gerbil;Donkey;Z
pretty crawdad;Bear;M
increasing bobolink;Lizard;Z
little orca;Tiger;Z
intermediate parrotfish;Lion;M
squealing turtle;Bear;M
subjective owl;Fox;Z
necessary limpet;Lizard;M
unable marmoset;Donkey;M
back cow;Bear;Z
improved bug;Bear;Z
loud goat;Fox;Z
acceptable mosquito;Bear;M
intelligent pike;Parrot;Z
rich landfowl;Bear;Z
foreign cicada;Tiger;Z
unexpected chameleon;Cat;Z
itchy porcupine;Lizard;M
perfect penguin;Tiger;M
legislative ferret;Lion;M
orange emu;Parrot;Z
quiet coral;Fox;M
ancient antelope;Tiger;M
chubby tahr;Bear;M
binding ocelot;Donkey;Z
silent lizard;Parrot;Z
round bedbug;Cat;Z
tremendous boa;Parrot;M
dusty koi;Dog;Z
harsh anaconda;Donkey;M
automatic tahr;Bear;M
conservative dinosaur;Dog;Z
glad halibut;Horse;M
cheerful carp;Dog;M
welsh silverfish;Parrot;Z
nuclear chameleon;Cat;Z
awful octopus;Donkey;Z
short tick;Parrot;M
bare squirrel;Lizard;M
certain rooster;Bear;M
brave skink;Lion;M
friendly snail;Tiger;Z
plain egret;Horse;Z
solid wildebeest;Bear;Z
dreadful wildcat;Dog;Z
positive crocodile;Dog;M
victorian lion;Lizard;M
illegal bobcat;Lizard;Z
damp toad;Fox;M
still pelican;Donkey;Z
gigantic hamster;Bear;M
furious ptarmigan;Cat;Z
crowded falcon;Fox;M
slow wallaby;Lizard;Z
cold parakeet;Donkey;Z
functional boar;Donkey;Z
desirable snail;Fox;M
fascinating emu;Parrot;M
rare muskox;Cat;M
noisy cat;Lizard;M
increasing catfish;Cat;Z
overall leech;Lion;M
indirect ape;Parrot;Z
creepy hare;Lion;Z
brainy kangaroo;Lizard;M
unchanged limpet;Dog;Z
current chicken;Bear;Z
lexical sheep;Dog;Z
outdoor parakeet;Parrot;M
outstanding catshark;Bear;M
misty chipmunk;Lizard;M
supreme smelt;Lion;Z
purple angelfish;Dog;Z
serious parakeet;Lion;M
gradual lynx;Parrot;Z
left pony;Dog;Z
cruel owl;Dog;M
short elk;Bear;Z
shared kangaroo;Bear;Z
changing primate;Cat;Z
difficult worm;Parrot;M
given amphibian;Lizard;Z
conservation gerbil;Horse;Z
gentle scorpion;Bear;Z
racial caterpillar;Lizard;M
unpleasant lobster;Dog;Z
technological lynx;Dog;Z
breakable cardinal;Dog;M
plastic loon;Cat;Z
digital bonobo;Lizard;Z
boiling wombat;Fox;M
conservation heron;Fox;M
elderly donkey;Parrot;M
elated goose;Fox;Z
nursing guanaco;Donkey;Z
smart thrush;Donkey;Z
sensitive cougar;Horse;Z
combined ferret;Donkey;Z
due rabbit;Cat;M
unwilling earwig;Dog;Z
shrill dove;Bear;Z
fancy alpaca;Horse;M
colorful frog;Tiger;M
musical gopher;Parrot;M
implicit salmon;Fox;Z
anonymous parrotfish;Tiger;M
initial aardwolf;Fox;Z
common squid;Fox;Z
lexical rook;Donkey;Z
evil catshark;Parrot;Z
provincial herring;Lizard;Z
bewildered iguana;Lizard;Z
outstanding prawn;Fox;M
coming lungfish;Fox;M
live earwig;Cat;M
consistent turkey;Bear;M
implicit cuckoo;Parrot;M
spectacular wildebeest;Lizard;Z
pleasant tarantula;Parrot;Z
fair beaver;Tiger;M
eldest gerbil;Cat;Z
close frog;Horse;M
comprehensive catfish;Horse;Z
soft damselfly;Bear;M
orange tarantula;Bear;Z
unemployed mosquito;Fox;M
sad chicken;Parrot;M
evident limpet;Lion;Z
proposed koi;Lizard;M
statutory kiwi;Tiger;M
occasional antelope;Dog;M
objective snail;Fox;Z
peculiar rook;Lion;M
wet canid;Lion;Z
applicable snail;Donkey;M
sour rabbit;Horse;M
planned wasp;Lion;Z
deep anglerfish;Parrot;Z
uncertain cod;Parrot;M
arbitrary guppy;Tiger;Z
above sole;Dog;Z
quick quokka;Cat;M
sacred magpie;Bear;Z
grotesque grasshopper;Horse;M
resident ostrich;Lizard;Z
weekly ocelot;Cat;M
sorry bison;Donkey;M
dependent cow;Bear;M
medical mackerel;Parrot;Z
desperate catfish;Cat;Z
plain chimpanzee;Bear;M
fashionable boar;Donkey;M
black tortoise;Cat;M
short chicken;Cat;Z
concerned jaguar;Dog;Z
easy chipmunk;Lizard;Z
juicy termite;Lizard;M
ordinary mockingbird;Dog;Z
new tiglon;Parrot;M
magnificent gayal;Horse;M
disciplinary junglefowl;Dog;Z
modern shrew;Parrot;M
fun narwhal;Donkey;Z
coherent bandicoot;Bear;M
expensive walrus;Fox;Z
helpful narwhal;Parrot;Z
main skink;Lizard;M
prickly aphid;Bear;Z
stuck salmon;Bear;Z
hard lemming;Parrot;M
secure gibbon;Horse;Z
hard goat;Lion;M
operational skunk;Parrot;Z
acute dolphin;Lizard;Z
terrible dog;Dog;Z
doubtful lion;Lion;M
elaborate mandrill;Lion;M
political mandrill;Bear;Z
lesser butterfly;Dog;Z
hushed crocodile;Bear;Z
absent smelt;Parrot;Z
rainy manatee;Lizard;Z
mysterious boa;Dog;M
precious roadrunner;Bear;Z
thorough mite;Cat;Z
economic bobcat;Dog;M
quick sawfish;Fox;Z
rainy armadillo;Lion;Z
helpful spider;Tiger;M
ripe bobcat;Bear;Z
drab bear;Fox;M
small llama;Dog;Z
realistic silkworm;Horse;M
melted whale;Fox;M
adverse gerbil;Dog;M
compatible owl;Lizard;M
tender camel;Tiger;M
mature pike;Bear;Z
tricky lemming;Donkey;M
disappointed mule;Lizard;Z
socialist mollusk;Dog;M
famous mongoose;Fox;Z
nervous cow;Dog;M
inclined gecko;Tiger;Z
satisfied ermine;Tiger;Z
combative ladybug;Lion;M
northern manatee;Horse;Z
front lemur;Lizard;Z
associated halibut;Bear;Z
swift lungfish;Tiger;M
confused grasshopper;Tiger;M
miserable canid;Lizard;M
round xerinae;Lizard;M
firm locust;Fox;M
public squirrel;Cat;Z
sympathetic elk;Bear;Z
proper coyote;Tiger;Z
occasional shark;Fox;Z
soft horse;Dog;M
smiling marten;Parrot;M
neutral wallaby;Donkey;M
busy gecko;Tiger;M
healthy llama;Fox;Z
fantastic ape;Donkey;Z
real vole;Horse;Z
alert earwig;Lion;M
round bee;Lizard;M
cool mouse;Dog;Z
full ostrich;Fox;Z
acceptable asp;Lizard;Z
invisible cicada;Parrot;Z
partial snipe;Lizard;M
visible horse;Bear;Z
immediate turkey;Lizard;Z
tricky swordtail;Dog;Z
unusual bass;Parrot;M
academic aardvark;Fox;M
modern anteater;Lion;M
tricky unicorn;Horse;Z
equal ptarmigan;Tiger;Z
traditional hookworm;Fox;M
excess cephalopod;Tiger;Z
numerous kite;Fox;Z
disciplinary opossum;Horse;Z
quiet bovid;Horse;Z
mechanical tortoise;Cat;Z
conservative mosquito;Bear;Z
constant salamander;Parrot;Z
envious ermine;Bear;M
nice gecko;Horse;M
spare bee;Tiger;M
normal sloth;Bear;Z
scornful tahr;Tiger;M
alert moose;Lizard;M
initial catshark;Lion;M
cultural mollusk;Tiger;Z
lengthy mosquito;Lion;M
separate weasel;Fox;Z
top wolverine;Horse;Z
corresponding starfish;Lion;M
dizzy guanaco;Bear;M
active cow;Bear;Z
registered shrimp;Lizard;Z
bright mongoose;Lizard;M
urban mockingbird;Fox;M
difficult stoat;Donkey;Z
considerable pony;Lizard;Z
territorial buzzard;Lizard;Z
tragic bedbug;Cat;M
characteristic stingray;Horse;M
straight falcon;Tiger;M
fun haddock;Lizard;Z
ethical clownfish;Tiger;Z
mute swift;Dog;M
funny warbler;Horse;Z
frozen seahorse;Fox;Z
grand sheep;Bear;Z
developing haddock;Parrot;Z
sharp flamingo;Lion;M
old pike;Fox;M
contemporary constrictor;Tiger;M
conventional parakeet;Bear;Z
useless falcon;Horse;Z
unhappy wren;Lizard;M
sacred macaw;Cat;Z
